GEO_ID,NAME,B25001_001E,B25001_001M
Geography,Geographic Area Name,Estimate!!Total,Margin of Error!!Total
1400000US06053013400,"Census Tract 134, Monterey County, California",745,30
1400000US06053013500,"Census Tract 135, Monterey County, California",1875,94
1400000US06053013600,"Census Tract 136, Monterey County, California",1551,83
1400000US06053013700,"Census Tract 137, Monterey County, California",1522,66
1400000US06053013800,"Census Tract 138, Monterey County, California",1777,76
1400000US06053013900,"Census Tract 139, Monterey County, California",966,42
1400000US06053014000,"Census Tract 140, Monterey County, California",963,48
1400000US06053014102,"Census Tract 141.02, Monterey County, California",1103,116
1400000US06053014104,"Census Tract 141.04, Monterey County, California",0,12
1400000US06053014105,"Census Tract 141.05, Monterey County, California",1551,92
1400000US06053014107,"Census Tract 141.07, Monterey County, California",3020,175
1400000US06053014201,"Census Tract 142.01, Monterey County, California",1906,91
1400000US06053014202,"Census Tract 142.02, Monterey County, California",1804,90
1400000US06053014301,"Census Tract 143.01, Monterey County, California",1602,80
1400000US06053014302,"Census Tract 143.02, Monterey County, California",1707,91
1400000US06053014500,"Census Tract 145, Monterey County, California",1622,44
1400000US06053014601,"Census Tract 146.01, Monterey County, California",1304,77
1400000US06053014700,"Census Tract 147, Monterey County, California",2245,78
1400000US06053014800,"Census Tract 148, Monterey County, California",1567,93
1400000US06053980000,"Census Tract 9800, Monterey County, California",0,12
1400000US06053990000,"Census Tract 9900, Monterey County, California",0,12
1400000US06055200201,"Census Tract 2002.01, Napa County, California",1377,41
1400000US06055200202,"Census Tract 2002.02, Napa County, California",1161,72
1400000US06055200203,"Census Tract 2002.03, Napa County, California",907,46
1400000US06055200301,"Census Tract 2003.01, Napa County, California",2012,99
1400000US06055200302,"Census Tract 2003.02, Napa County, California",949,43
1400000US06055200400,"Census Tract 2004, Napa County, California",1642,42
1400000US06055200501,"Census Tract 2005.01, Napa County, California",1827,52
1400000US06055200503,"Census Tract 2005.03, Napa County, California",748,44
1400000US06055200504,"Census Tract 2005.04, Napa County, California",2421,87
1400000US06055200505,"Census Tract 2005.05, Napa County, California",1116,60
1400000US06055200601,"Census Tract 2006.01, Napa County, California",1681,52
1400000US06055200602,"Census Tract 2006.02, Napa County, California",1936,75
1400000US06055200703,"Census Tract 2007.03, Napa County, California",1210,36
1400000US06055200704,"Census Tract 2007.04, Napa County, California",1729,63
1400000US06055200705,"Census Tract 2007.05, Napa County, California",1063,36
1400000US06055200706,"Census Tract 2007.06, Napa County, California",1155,37
1400000US06055200707,"Census Tract 2007.07, Napa County, California",1417,45
1400000US06055200802,"Census Tract 2008.02, Napa County, California",2472,113
1400000US06055200803,"Census Tract 2008.03, Napa County, California",881,51
1400000US06055200804,"Census Tract 2008.04, Napa County, California",1709,48
1400000US06055200900,"Census Tract 2009, Napa County, California",57,24
1400000US06055201003,"Census Tract 2010.03, Napa County, California",1409,73
1400000US06055201004,"Census Tract 2010.04, Napa County, California",1817,82
1400000US06055201005,"Census Tract 2010.05, Napa County, California",659,40
1400000US06055201006,"Census Tract 2010.06, Napa County, California",879,54
1400000US06055201007,"Census Tract 2010.07, Napa County, California",1022,57
1400000US06055201101,"Census Tract 2011.01, Napa County, California",808,29
1400000US06055201102,"Census Tract 2011.02, Napa County, California",1000,72
1400000US06055201200,"Census Tract 2012, Napa County, California",2166,65
1400000US06055201300,"Census Tract 2013, Napa County, California",1720,131
1400000US06055201401,"Census Tract 2014.01, Napa County, California",2160,117
1400000US06055201402,"Census Tract 2014.02, Napa County, California",1280,89
1400000US06055201403,"Census Tract 2014.03, Napa County, California",348,51
1400000US06055201500,"Census Tract 2015, Napa County, California",1180,76
1400000US06055201601,"Census Tract 2016.01, Napa County, California",1275,85
1400000US06055201602,"Census Tract 2016.02, Napa County, California",1997,122
1400000US06055201700,"Census Tract 2017, Napa County, California",2264,124
1400000US06055201800,"Census Tract 2018, Napa County, California",1037,59
1400000US06055201900,"Census Tract 2019, Napa County, California",756,62
1400000US06055202000,"Census Tract 2020, Napa County, California",2355,268
1400000US06057000102,"Census Tract 1.02, Nevada County, California",2944,81
1400000US06057000103,"Census Tract 1.03, Nevada County, California",3486,122
1400000US06057000104,"Census Tract 1.04, Nevada County, California",1595,100
1400000US06057000105,"Census Tract 1.05, Nevada County, California",1249,53
1400000US06057000200,"Census Tract 2, Nevada County, California",1203,48
1400000US06057000300,"Census Tract 3, Nevada County, California",1103,59
1400000US06057000401,"Census Tract 4.01, Nevada County, California",3010,84
1400000US06057000402,"Census Tract 4.02, Nevada County, California",3140,115
1400000US06057000501,"Census Tract 5.01, Nevada County, California",3083,171
1400000US06057000502,"Census Tract 5.02, Nevada County, California",2310,116
1400000US06057000600,"Census Tract 6, Nevada County, California",3277,160
1400000US06057000701,"Census Tract 7.01, Nevada County, California",3518,124
1400000US06057000702,"Census Tract 7.02, Nevada County, California",1820,67
1400000US06057000801,"Census Tract 8.01, Nevada County, California",2430,102
1400000US06057000802,"Census Tract 8.02, Nevada County, California",3306,289
1400000US06057000900,"Census Tract 9, Nevada County, California",2505,117
1400000US06057001203,"Census Tract 12.03, Nevada County, California",4043,124
1400000US06057001204,"Census Tract 12.04, Nevada County, California",4360,122
1400000US06057001205,"Census Tract 12.05, Nevada County, California",2336,128
1400000US06057001206,"Census Tract 12.06, Nevada County, California",3271,224
1400000US06059001101,"Census Tract 11.01, Orange County, California",1460,39
1400000US06059001102,"Census Tract 11.02, Orange County, California",1060,37
1400000US06059001103,"Census Tract 11.03, Orange County, California",1419,42
1400000US06059001201,"Census Tract 12.01, Orange County, California",1427,47
1400000US06059001202,"Census Tract 12.02, Orange County, California",901,39
1400000US06059001301,"Census Tract 13.01, Orange County, California",2618,78
1400000US06059001303,"Census Tract 13.03, Orange County, California",1825,62
1400000US06059001304,"Census Tract 13.04, Orange County, California",1176,33
1400000US06059001401,"Census Tract 14.01, Orange County, California",1652,84
1400000US06059001402,"Census Tract 14.02, Orange County, California",1504,51
1400000US06059001403,"Census Tract 14.03, Orange County, California",1029,28
1400000US06059001404,"Census Tract 14.04, Orange County, California",998,31
1400000US06059001501,"Census Tract 15.01, Orange County, California",2376,82
1400000US06059001503,"Census Tract 15.03, Orange County, California",1768,59
1400000US06059001504,"Census Tract 15.04, Orange County, California",1788,85
1400000US06059001505,"Census Tract 15.05, Orange County, California",2451,54
1400000US06059001506,"Census Tract 15.06, Orange County, California",1633,66
1400000US06059001507,"Census Tract 15.07, Orange County, California",2027,76
1400000US06059001601,"Census Tract 16.01, Orange County, California",2895,64
1400000US06059001602,"Census Tract 16.02, Orange County, California",1833,57
1400000US06059001704,"Census Tract 17.04, Orange County, California",2614,59
1400000US06059001705,"Census Tract 17.05, Orange County, California",1372,35
1400000US06059001706,"Census Tract 17.06, Orange County, California",1362,63
1400000US06059001707,"Census Tract 17.07, Orange County, California",2509,51
1400000US06059001708,"Census Tract 17.08, Orange County, California",1268,25
1400000US06059001801,"Census Tract 18.01, Orange County, California",1605,35
1400000US06059001802,"Census Tract 18.02, Orange County, California",2246,53
1400000US06059001901,"Census Tract 19.01, Orange County, California",807,21
1400000US06059001902,"Census Tract 19.02, Orange County, California",790,22
1400000US06059001903,"Census Tract 19.03, Orange County, California",948,25
1400000US06059011000,"Census Tract 110, Orange County, California",2511,61
1400000US06059011101,"Census Tract 111.01, Orange County, California",1365,38
1400000US06059011102,"Census Tract 111.02, Orange County, California",1243,38
1400000US06059011200,"Census Tract 112, Orange County, California",1687,45
1400000US06059011300,"Census Tract 113, Orange County, California",2472,55
1400000US06059011401,"Census Tract 114.01, Orange County, California",754,41
1400000US06059011402,"Census Tract 114.02, Orange County, California",857,21
1400000US06059011403,"Census Tract 114.03, Orange County, California",2051,56
1400000US06059011502,"Census Tract 115.02, Orange County, California",1479,39
1400000US06059011503,"Census Tract 115.03, Orange County, California",570,21
1400000US06059011504,"Census Tract 115.04, Orange County, California",2205,68
1400000US06059011601,"Census Tract 116.01, Orange County, California",2365,75
1400000US06059011602,"Census Tract 116.02, Orange County, California",1478,50
1400000US06059011707,"Census Tract 117.07, Orange County, California",2459,59
1400000US06059011708,"Census Tract 117.08, Orange County, California",1987,49
1400000US06059011709,"Census Tract 117.09, Orange County, California",1452,37
1400000US06059011710,"Census Tract 117.10, Orange County, California",1238,37
1400000US06059011711,"Census Tract 117.11, Orange County, California",2778,89
1400000US06059011712,"Census Tract 117.12, Orange County, California",1588,39
1400000US06059011714,"Census Tract 117.14, Orange County, California",403,19
1400000US06059011715,"Census Tract 117.15, Orange County, California",2500,68
1400000US06059011716,"Census Tract 117.16, Orange County, California",1648,44
1400000US06059011717,"Census Tract 117.17, Orange County, California",940,40
1400000US06059011718,"Census Tract 117.18, Orange County, California",1109,25
1400000US06059011720,"Census Tract 117.20, Orange County, California",1541,49
1400000US06059011721,"Census Tract 117.21, Orange County, California",1534,60
1400000US06059011722,"Census Tract 117.22, Orange County, California",1104,21
1400000US06059021802,"Census Tract 218.02, Orange County, California",2671,95
1400000US06059021807,"Census Tract 218.07, Orange County, California",1362,24
1400000US06059021809,"Census Tract 218.09, Orange County, California",1110,26
1400000US06059021810,"Census Tract 218.10, Orange County, California",1205,25
1400000US06059021812,"Census Tract 218.12, Orange County, California",2207,37
1400000US06059021813,"Census Tract 218.13, Orange County, California",12,13
1400000US06059021814,"Census Tract 218.14, Orange County, California",2699,96
1400000US06059021815,"Census Tract 218.15, Orange County, California",4177,89
1400000US06059021816,"Census Tract 218.16, Orange County, California",1808,35
1400000US06059021817,"Census Tract 218.17, Orange County, California",1272,43
1400000US06059021820,"Census Tract 218.20, Orange County, California",1407,41
1400000US06059021821,"Census Tract 218.21, Orange County, California",2634,78
1400000US06059021822,"Census Tract 218.22, Orange County, California",3198,70
1400000US06059021823,"Census Tract 218.23, Orange County, California",1316,29
1400000US06059021824,"Census Tract 218.24, Orange County, California",869,24
1400000US06059021825,"Census Tract 218.25, Orange County, California",1113,26
1400000US06059021826,"Census Tract 218.26, Orange County, California",1102,29
1400000US06059021827,"Census Tract 218.27, Orange County, California",1075,44
1400000US06059021828,"Census Tract 218.28, Orange County, California",1324,29
1400000US06059021829,"Census Tract 218.29, Orange County, California",1806,42
1400000US06059021830,"Census Tract 218.30, Orange County, California",2036,52
1400000US06059021903,"Census Tract 219.03, Orange County, California",1235,27
1400000US06059021905,"Census Tract 219.05, Orange County, California",1777,30
1400000US06059021912,"Census Tract 219.12, Orange County, California",1496,32
1400000US06059021913,"Census Tract 219.13, Orange County, California",1972,57
1400000US06059021914,"Census Tract 219.14, Orange County, California",1414,40
1400000US06059021915,"Census Tract 219.15, Orange County, California",1464,42
1400000US06059021916,"Census Tract 219.16, Orange County, California",1376,63
1400000US06059021917,"Census Tract 219.17, Orange County, California",1172,67
1400000US06059021918,"Census Tract 219.18, Orange County, California",1774,59
1400000US06059021919,"Census Tract 219.19, Orange County, California",982,25
1400000US06059021920,"Census Tract 219.20, Orange County, California",2564,44
1400000US06059021921,"Census Tract 219.21, Orange County, California",1455,33
1400000US06059021922,"Census Tract 219.22, Orange County, California",2319,37
1400000US06059021923,"Census Tract 219.23, Orange County, California",2401,39
1400000US06059021924,"Census Tract 219.24, Orange County, California",1480,23
1400000US06059032002,"Census Tract 320.02, Orange County, California",2103,35
1400000US06059032003,"Census Tract 320.03, Orange County, California",1577,55
1400000US06059032011,"Census Tract 320.11, Orange County, California",753,53
1400000US06059032012,"Census Tract 320.12, Orange County, California",1317,36
1400000US06059032013,"Census Tract 320.13, Orange County, California",2377,49
1400000US06059032014,"Census Tract 320.14, Orange County, California",2120,76
1400000US06059032015,"Census Tract 320.15, Orange County, California",1956,63
1400000US06059032020,"Census Tract 320.20, Orange County, California",1960,55
1400000US06059032022,"Census Tract 320.22, Orange County, California",2441,81
1400000US06059032023,"Census Tract 320.23, Orange County, California",5160,166
1400000US06059032027,"Census Tract 320.27, Orange County, California",2227,45
1400000US06059032028,"Census Tract 320.28, Orange County, California",1359,51
1400000US06059032029,"Census Tract 320.29, Orange County, California",1523,41
1400000US06059032030,"Census Tract 320.30, Orange County, California",1294,29
1400000US06059032031,"Census Tract 320.31, Orange County, California",1195,25
1400000US06059032032,"Census Tract 320.32, Orange County, California",1029,40
1400000US06059032033,"Census Tract 320.33, Orange County, California",1541,36
1400000US06059032034,"Census Tract 320.34, Orange County, California",1870,34
1400000US06059032035,"Census Tract 320.35, Orange County, California",1059,27
1400000US06059032036,"Census Tract 320.36, Orange County, California",1290,52
1400000US06059032037,"Census Tract 320.37, Orange County, California",2604,52
1400000US06059032038,"Census Tract 320.38, Orange County, California",2179,44
1400000US06059032039,"Census Tract 320.39, Orange County, California",2249,52
1400000US06059032040,"Census Tract 320.40, Orange County, California",902,22
1400000US06059032041,"Census Tract 320.41, Orange County, California",390,35
1400000US06059032042,"Census Tract 320.42, Orange County, California",1828,54
1400000US06059032043,"Census Tract 320.43, Orange County, California",1229,38
1400000US06059032044,"Census Tract 320.44, Orange County, California",2140,56
1400000US06059032045,"Census Tract 320.45, Orange County, California",1006,32
1400000US06059032046,"Census Tract 320.46, Orange County, California",1962,43
1400000US06059032047,"Census Tract 320.47, Orange County, California",2140,39
1400000US06059032048,"Census Tract 320.48, Orange County, California",2249,41
1400000US06059032049,"Census Tract 320.49, Orange County, California",3126,67
1400000US06059032050,"Census Tract 320.50, Orange County, California",1737,50
1400000US06059032051,"Census Tract 320.51, Orange County, California",2018,62
1400000US06059032053,"Census Tract 320.53, Orange County, California",3123,81
1400000US06059032054,"Census Tract 320.54, Orange County, California",2429,69
1400000US06059032055,"Census Tract 320.55, Orange County, California",1439,42
1400000US06059032056,"Census Tract 320.56, Orange County, California",3661,158
1400000US06059032057,"Census Tract 320.57, Orange County, California",2769,80
1400000US06059032058,"Census Tract 320.58, Orange County, California",2392,86
1400000US06059032059,"Census Tract 320.59, Orange County, California",3120,112
1400000US06059032061,"Census Tract 320.61, Orange County, California",2125,112
1400000US06059042103,"Census Tract 421.03, Orange County, California",3571,79
1400000US06059042106,"Census Tract 421.06, Orange County, California",1026,46
1400000US06059042107,"Census Tract 421.07, Orange County, California",1590,73
1400000US06059042108,"Census Tract 421.08, Orange County, California",3349,68
1400000US06059042109,"Census Tract 421.09, Orange County, California",2258,67
1400000US06059042111,"Census Tract 421.11, Orange County, California",2335,61
1400000US06059042112,"Census Tract 421.12, Orange County, California",2424,86
1400000US06059042113,"Census Tract 421.13, Orange County, California",2039,53
1400000US06059042114,"Census Tract 421.14, Orange County, California",1791,61
1400000US06059042201,"Census Tract 422.01, Orange County, California",2967,120
1400000US06059042203,"Census Tract 422.03, Orange County, California",3483,156
1400000US06059042205,"Census Tract 422.05, Orange County, California",2739,65
1400000US06059042206,"Census Tract 422.06, Orange County, California",1617,79
1400000US06059042305,"Census Tract 423.05, Orange County, California",1965,82
1400000US06059042307,"Census Tract 423.07, Orange County, California",2318,86
1400000US06059042310,"Census Tract 423.10, Orange County, California",3587,126
1400000US06059042311,"Census Tract 423.11, Orange County, California",2495,88
1400000US06059042312,"Census Tract 423.12, Orange County, California",2555,174
1400000US06059042313,"Census Tract 423.13, Orange County, California",3525,127
1400000US06059042315,"Census Tract 423.15, Orange County, California",2557,65
1400000US06059042317,"Census Tract 423.17, Orange County, California",1416,62
1400000US06059042319,"Census Tract 423.19, Orange County, California",1194,39
1400000US06059042320,"Census Tract 423.20, Orange County, California",2631,58
1400000US06059042323,"Census Tract 423.23, Orange County, California",3198,105
1400000US06059042324,"Census Tract 423.24, Orange County, California",2588,59
1400000US06059042325,"Census Tract 423.25, Orange County, California",1610,44
1400000US06059042326,"Census Tract 423.26, Orange County, California",1918,54
1400000US06059042327,"Census Tract 423.27, Orange County, California",1758,70
1400000US06059042328,"Census Tract 423.28, Orange County, California",839,32
1400000US06059042329,"Census Tract 423.29, Orange County, California",1574,64
1400000US06059042330,"Census Tract 423.30, Orange County, California",2337,71
1400000US06059042331,"Census Tract 423.31, Orange County, California",2253,64
1400000US06059042332,"Census Tract 423.32, Orange County, California",2424,72
1400000US06059042333,"Census Tract 423.33, Orange County, California",1804,95
1400000US06059042334,"Census Tract 423.34, Orange County, California",2338,61
1400000US06059042335,"Census Tract 423.35, Orange County, California",2688,70
1400000US06059042336,"Census Tract 423.36, Orange County, California",1642,41
1400000US06059042337,"Census Tract 423.37, Orange County, California",1450,39
1400000US06059042338,"Census Tract 423.38, Orange County, California",2338,79
1400000US06059042339,"Census Tract 423.39, Orange County, California",1719,67
1400000US06059052404,"Census Tract 524.04, Orange County, California",1615,187
1400000US06059052408,"Census Tract 524.08, Orange County, California",2215,55
1400000US06059052410,"Census Tract 524.10, Orange County, California",2405,51
1400000US06059052411,"Census Tract 524.11, Orange County, California",1395,37
1400000US06059052415,"Census Tract 524.15, Orange County, California",1335,34
1400000US06059052416,"Census Tract 524.16, Orange County, California",1338,48
1400000US06059052417,"Census Tract 524.17, Orange County, California",3096,54
1400000US06059052418,"Census Tract 524.18, Orange County, California",8880,124
1400000US06059052419,"Census Tract 524.19, Orange County, California",1107,39
1400000US06059052420,"Census Tract 524.20, Orange County, California",8528,209
1400000US06059052421,"Census Tract 524.21, Orange County, California",2031,61
1400000US06059052422,"Census Tract 524.22, Orange County, California",3590,128
1400000US06059052423,"Census Tract 524.23, Orange County, California",2438,63
1400000US06059052424,"Census Tract 524.24, Orange County, California",2015,66
1400000US06059052425,"Census Tract 524.25, Orange County, California",2462,62
1400000US06059052426,"Census Tract 524.26, Orange County, California",7653,127
1400000US06059052427,"Census Tract 524.27, Orange County, California",1818,46
1400000US06059052428,"Census Tract 524.28, Orange County, California",2390,74
1400000US06059052502,"Census Tract 525.02, Orange County, California",1899,64
1400000US06059052505,"Census Tract 525.05, Orange County, California",2027,33
1400000US06059052506,"Census Tract 525.06, Orange County, California",834,25
1400000US06059052511,"Census Tract 525.11, Orange County, California",2250,46
1400000US06059052513,"Census Tract 525.13, Orange County, California",2350,92
1400000US06059052514,"Census Tract 525.14, Orange County, California",2174,40
1400000US06059052515,"Census Tract 525.15, Orange County, California",3235,51
1400000US06059052517,"Census Tract 525.17, Orange County, California",4284,101
1400000US06059052518,"Census Tract 525.18, Orange County, California",4210,130
1400000US06059052519,"Census Tract 525.19, Orange County, California",1622,33
1400000US06059052520,"Census Tract 525.20, Orange County, California",1347,28
1400000US06059052521,"Census Tract 525.21, Orange County, California",2356,53
1400000US06059052522,"Census Tract 525.22, Orange County, California",1449,32
1400000US06059052523,"Census Tract 525.23, Orange County, California",1562,29
1400000US06059052524,"Census Tract 525.24, Orange County, California",3004,94
1400000US06059052525,"Census Tract 525.25, Orange County, California",7339,211
1400000US06059052526,"Census Tract 525.26, Orange County, California",1369,25
1400000US06059052527,"Census Tract 525.27, Orange County, California",2792,48
1400000US06059052528,"Census Tract 525.28, Orange County, California",1273,35
1400000US06059062604,"Census Tract 626.04, Orange County, California",6882,115
1400000US06059062605,"Census Tract 626.05, Orange County, California",2310,126
1400000US06059062610,"Census Tract 626.10, Orange County, California",6397,160
1400000US06059062611,"Census Tract 626.11, Orange County, California",1748,58
1400000US06059062612,"Census Tract 626.12, Orange County, California",3150,57
1400000US06059062614,"Census Tract 626.14, Orange County, California",4233,195
1400000US06059062619,"Census Tract 626.19, Orange County, California",2099,107
1400000US06059062620,"Census Tract 626.20, Orange County, California",2873,130
1400000US06059062621,"Census Tract 626.21, Orange County, California",4959,69
1400000US06059062622,"Census Tract 626.22, Orange County, California",2819,87
1400000US06059062625,"Census Tract 626.25, Orange County, California",2083,53
1400000US06059062626,"Census Tract 626.26, Orange County, California",967,34
1400000US06059062627,"Census Tract 626.27, Orange County, California",1587,42
1400000US06059062628,"Census Tract 626.28, Orange County, California",991,25
1400000US06059062629,"Census Tract 626.29, Orange County, California",913,22
1400000US06059062630,"Census Tract 626.30, Orange County, California",750,21
1400000US06059062631,"Census Tract 626.31, Orange County, California",1237,55
1400000US06059062632,"Census Tract 626.32, Orange County, California",2277,119
1400000US06059062633,"Census Tract 626.33, Orange County, California",1869,72
1400000US06059062634,"Census Tract 626.34, Orange County, California",2051,55
1400000US06059062635,"Census Tract 626.35, Orange County, California",1695,42
1400000US06059062636,"Census Tract 626.36, Orange County, California",1527,50
1400000US06059062637,"Census Tract 626.37, Orange County, California",2508,60
1400000US06059062638,"Census Tract 626.38, Orange County, California",2516,61
1400000US06059062639,"Census Tract 626.39, Orange County, California",2773,111
1400000US06059062640,"Census Tract 626.40, Orange County, California",1684,44
1400000US06059062641,"Census Tract 626.41, Orange County, California",2221,41
1400000US06059062642,"Census Tract 626.42, Orange County, California",1351,45
1400000US06059062643,"Census Tract 626.43, Orange County, California",3096,92
1400000US06059062644,"Census Tract 626.44, Orange County, California",3583,94
1400000US06059062645,"Census Tract 626.45, Orange County, California",2786,63
1400000US06059062646,"Census Tract 626.46, Orange County, California",2703,118
1400000US06059062647,"Census Tract 626.47, Orange County, California",2629,55
1400000US06059062648,"Census Tract 626.48, Orange County, California",2111,73
1400000US06059062649,"Census Tract 626.49, Orange County, California",2111,54
1400000US06059062701,"Census Tract 627.01, Orange County, California",1630,92
1400000US06059062702,"Census Tract 627.02, Orange County, California",2567,163
1400000US06059062800,"Census Tract 628, Orange County, California",2831,146
1400000US06059062900,"Census Tract 629, Orange County, California",893,51
1400000US06059063004,"Census Tract 630.04, Orange County, California",3537,82
1400000US06059063005,"Census Tract 630.05, Orange County, California",990,24
1400000US06059063006,"Census Tract 630.06, Orange County, California",1942,111
1400000US06059063007,"Census Tract 630.07, Orange County, California",3268,62
1400000US06059063008,"Census Tract 630.08, Orange County, California",956,26
1400000US06059063009,"Census Tract 630.09, Orange County, California",754,22
1400000US06059063010,"Census Tract 630.10, Orange County, California",3382,142
1400000US06059063101,"Census Tract 631.01, Orange County, California",1317,47
1400000US06059063102,"Census Tract 631.02, Orange County, California",2862,114
1400000US06059063103,"Census Tract 631.03, Orange County, California",1149,23
1400000US06059063201,"Census Tract 632.01, Orange County, California",1708,36
1400000US06059063202,"Census Tract 632.02, Orange County, California",1618,35
1400000US06059063301,"Census Tract 633.01, Orange County, California",1470,58
1400000US06059063302,"Census Tract 633.02, Orange County, California",1737,73
1400000US06059063400,"Census Tract 634, Orange County, California",2199,73
1400000US06059063500,"Census Tract 635, Orange County, California",3616,152
1400000US06059063601,"Census Tract 636.01, Orange County, California",1405,33
1400000US06059063603,"Census Tract 636.03, Orange County, California",3363,144
1400000US06059063604,"Census Tract 636.04, Orange County, California",1651,56
1400000US06059063605,"Census Tract 636.05, Orange County, California",1494,61
1400000US06059063701,"Census Tract 637.01, Orange County, California",1734,68
1400000US06059063702,"Census Tract 637.02, Orange County, California",2172,85
1400000US06059063802,"Census Tract 638.02, Orange County, California",1052,29
1400000US06059063803,"Census Tract 638.03, Orange County, California",1722,54
1400000US06059063805,"Census Tract 638.05, Orange County, California",886,32
1400000US06059063806,"Census Tract 638.06, Orange County, California",1414,36
1400000US06059063807,"Census Tract 638.07, Orange County, California",2196,82
1400000US06059063808,"Census Tract 638.08, Orange County, California",1582,39
1400000US06059063902,"Census Tract 639.02, Orange County, California",2736,64
1400000US06059063903,"Census Tract 639.03, Orange County, California",1157,35
1400000US06059063904,"Census Tract 639.04, Orange County, California",1288,63
1400000US06059063905,"Census Tract 639.05, Orange County, California",1882,43
1400000US06059063906,"Census Tract 639.06, Orange County, California",2332,54
1400000US06059063907,"Census Tract 639.07, Orange County, California",3942,90
1400000US06059063908,"Census Tract 639.08, Orange County, California",2666,56
1400000US06059074003,"Census Tract 740.03, Orange County, California",1465,44
1400000US06059074004,"Census Tract 740.04, Orange County, California",2286,103
1400000US06059074005,"Census Tract 740.05, Orange County, California",1666,29
1400000US06059074006,"Census Tract 740.06, Orange County, California",2035,49
1400000US06059074102,"Census Tract 741.02, Orange County, California",1362,24
1400000US06059074103,"Census Tract 741.03, Orange County, California",963,21
1400000US06059074106,"Census Tract 741.06, Orange County, California",1934,56
1400000US06059074107,"Census Tract 741.07, Orange County, California",2695,50
1400000US06059074108,"Census Tract 741.08, Orange County, California",947,19
1400000US06059074109,"Census Tract 741.09, Orange County, California",690,15
1400000US06059074110,"Census Tract 741.10, Orange County, California",973,44
1400000US06059074111,"Census Tract 741.11, Orange County, California",1388,26
1400000US06059074200,"Census Tract 742, Orange County, California",1802,50
1400000US06059074300,"Census Tract 743, Orange County, California",826,30
1400000US06059074403,"Census Tract 744.03, Orange County, California",1335,27
1400000US06059074405,"Census Tract 744.05, Orange County, California",1676,52
1400000US06059074406,"Census Tract 744.06, Orange County, California",805,37
1400000US06059074407,"Census Tract 744.07, Orange County, California",1804,43
1400000US06059074408,"Census Tract 744.08, Orange County, California",1615,58
1400000US06059074501,"Census Tract 745.01, Orange County, California",1423,45
1400000US06059074502,"Census Tract 745.02, Orange County, California",1043,20
1400000US06059074601,"Census Tract 746.01, Orange County, California",1722,44
1400000US06059074602,"Census Tract 746.02, Orange County, California",1747,43
1400000US06059074701,"Census Tract 747.01, Orange County, California",1480,30
1400000US06059074702,"Census Tract 747.02, Orange County, California",1140,37
1400000US06059074801,"Census Tract 748.01, Orange County, California",1015,29
1400000US06059074802,"Census Tract 748.02, Orange County, California",1259,44
1400000US06059074803,"Census Tract 748.03, Orange County, California",1896,36
1400000US06059074805,"Census Tract 748.05, Orange County, California",1027,22
1400000US06059074806,"Census Tract 748.06, Orange County, California",921,26
1400000US06059074901,"Census Tract 749.01, Orange County, California",1968,43
1400000US06059074902,"Census Tract 749.02, Orange County, California",1238,22
1400000US06059075002,"Census Tract 750.02, Orange County, California",2452,55
1400000US06059075003,"Census Tract 750.03, Orange County, California",1735,47
1400000US06059075004,"Census Tract 750.04, Orange County, California",1344,24
1400000US06059075100,"Census Tract 751, Orange County, California",2088,45
1400000US06059075201,"Census Tract 752.01, Orange County, California",1133,36
1400000US06059075202,"Census Tract 752.02, Orange County, California",1156,48
1400000US06059075301,"Census Tract 753.01, Orange County, California",1616,61
1400000US06059075302,"Census Tract 753.02, Orange County, California",1138,36
1400000US06059075303,"Census Tract 753.03, Orange County, California",1280,46
1400000US06059075401,"Census Tract 754.01, Orange County, California",1277,35
1400000US06059075403,"Census Tract 754.03, Orange County, California",2722,50
1400000US06059075404,"Census Tract 754.04, Orange County, California",2150,77
1400000US06059075405,"Census Tract 754.05, Orange County, California",987,31
1400000US06059075504,"Census Tract 755.04, Orange County, California",1571,42
1400000US06059075505,"Census Tract 755.05, Orange County, California",1373,75
1400000US06059075506,"Census Tract 755.06, Orange County, California",1165,57
1400000US06059075507,"Census Tract 755.07, Orange County, California",1963,81
1400000US06059075512,"Census Tract 755.12, Orange County, California",1179,40
1400000US06059075513,"Census Tract 755.13, Orange County, California",1511,50
1400000US06059075514,"Census Tract 755.14, Orange County, California",1185,41
1400000US06059075515,"Census Tract 755.15, Orange County, California",8345,353
1400000US06059075603,"Census Tract 756.03, Orange County, California",1461,46
1400000US06059075604,"Census Tract 756.04, Orange County, California",2788,47
1400000US06059075605,"Census Tract 756.05, Orange County, California",2172,39
1400000US06059075606,"Census Tract 756.06, Orange County, California",2264,107
1400000US06059075607,"Census Tract 756.07, Orange County, California",2865,89
1400000US06059075701,"Census Tract 757.01, Orange County, California",2190,47
1400000US06059075702,"Census Tract 757.02, Orange County, California",1236,37
1400000US06059075703,"Census Tract 757.03, Orange County, California",1462,41
1400000US06059075805,"Census Tract 758.05, Orange County, California",1354,29
1400000US06059075806,"Census Tract 758.06, Orange County, California",2099,53
1400000US06059075807,"Census Tract 758.07, Orange County, California",1231,34
1400000US06059075808,"Census Tract 758.08, Orange County, California",1139,30
1400000US06059075809,"Census Tract 758.09, Orange County, California",1113,61
1400000US06059075810,"Census Tract 758.10, Orange County, California",1037,58
1400000US06059075811,"Census Tract 758.11, Orange County, California",856,26
